title,composedby,key,timesig,bars,chordprog,key_tonic_pc,key_mode,key_estimada,key_score,num_tokens,funcional_prog
Ju Ju,Wayne Shorter,C,4 4,12,"B7+ | B7+ | B7+ | B7+ |
Bb7+ | A7 | AbM7 | Em7 |
FM7 | Bm7 | FM7 | Bm7 |",4,minor,Em,11.500000000000002,12,V7 V7 V7 V7 Vsub/IV IV7 natIII i bII v bII v
House Of Jade,Wayne Shorter,Eb,4 4,24,"Dm7b5 DbM7 | Cm7 Db7#11 | Eb7 F7 | Db7 Cm7 |
Dm7b5 DbM7 | Cm7 Db7#11 | Eb7 F7 | Db7 Cm7 |
Bbm9/Eb | Bbm9/Eb | Bbm9/Eb | Bbm9/Eb |
Am9/D | Am9/D D7 | Em7 | Eb7#11 |
Dm7b5 DbM7 | Cm7 Db7#11 | Eb7 F7 | Db7 Cm7 |
Dm7b5 DbM7 | Cm7 Db7#11 | Eb7 F7 | Db7 Cm7 |",8,major,Ab,47.099999999999994,41,#ivø IV iii IV7 V7 VI7 Vsub/III iii #ivø IV iii IV7 V7 VI7 Vsub/III iii ii ii ii ii bii bii #IV7 bvi V7 #ivø IV iii IV7 V7 VI7 Vsub/III iii #ivø IV iii IV7 V7 VI7 Vsub/III iii
Ladies in Mercedes,Steve Swallow,C,4 4,32,"GM7 | GM7 | C7 | C7 |
Bm7 | Bm7 | E7 | E7 |
Db7 | Db7 | Gbm7 | Gbm7 |
Ebm7b5 | Ebm7b5 | Ab7b9 | Ab7b9 |
DbM7 | DbM7 | Gb7 | Gb7 |
Fm7 | Fm7 | Bb7 | Bb7 |
G7+ | G7+ | Cm7 | Cm7 |
Am7b5 | Am7b5 | D7b9 | D7b9 |",7,major,G,20.600000000000005,32,I I IV7 Vsub/III iii iii VI7 VI7 #IV7 V/VII vii vii bviø bviø bII7 bII7 #IV #IV VII7 VII7 bvii bvii bIII7 bIII7 I7 V/IV iv iv iiø iiø V7 V7
Locomotive,Thelonious Monk,Eb,4 4,20,"EbM7 | EbM7 | EbM7 | EbM7 |
EbM7 | EbM7 | EbM7 | EbM7 |
Bbm7 Eb7 | Bbm7 Eb7 | Bbm7 Eb7 | Em7 A7#11 |
Bbm7 Eb7 | Bbm7 Eb7 | Bbm7 Eb7 | F#7 F7b9 Bb7b5 Bb7b5 |
EbM7 | EbM7 | EbM7 | EbM7 |",3,major,Eb,33.79999999999998,30,I I I I I I I I v I7 v I7 v I7 bii #IV7 v I7 v I7 v I7 Vsub/II V/V V7 V7 I I I I
Meditation,Antonio Carlos Jobim,Bb,4 4,56,"Bb6 | Bb6 | Em7 | A7 |
Bb6 Cm7 | C#o7 Bb/D | Dm7 | G7 |
Cm7 | Cm7 | Ebm7 | Ab7 |
Dm7 | G7+ | Cm7 | F7 |
Bb6 | Bb6 | Em7 | A7 |
Bb6 Cm7 | C#o7 Bb/D | Dm7 | G7 |
Cm7 | Cm7 | Ebm7 | Ab7 |
Dm7 | G7+ | Cm7 | F7 Bb7 |
Eb6 | Eb6 | Ab7 | Ab7 |
Dm7 | C#o | Cm7 | F7 |
Bb6 | Bb6 | Em7 | A7 |
Bb6 Cm7 | C#o7 Bb/D | Dm7 | G7 |
Cm7 | Cm7 | Ebm7 | Ab7 |
Dm7 G7+ | Cm7 F7 | Bb6 | Bb6 |",10,major,Bb,86.7,65,I I #iv VII7 I ii biiio I iii V/II ii ii iv bVII7 iii V/II ii V7 I I #iv VII7 I ii biiio I iii V/II ii ii iv bVII7 iii V/II ii V7 V/IV IV IV bVII7 bVII7 iii biiio ii V7 I I #iv VII7 I ii biiio I iii V/II ii ii iv bVII7 iii V/II ii V7 I I
"Hi-Lili, Hi-Lo",Bronislau Kaper,F,3 4,40,"F | F | Fo7 | F |
F | F F Bb | C7 | C7 |
C7 | C7 | C7 | C7 |
C7 | C7 | F | F |
F | F | Fo7 | F |
Cm | D7 | Gm | Gm |
Gm | Gm | F | F |
C7 | C7 | F | F7 F7 Bb |
Gm | Gm | F | F |
C7 | C7 | F | C C C7 |",5,major,F,79.2,46,I I io I I I I IV V7 V7 V7 V7 V7 V7 V7 V7 I I I I io I v V/II ii ii ii ii I I V7 V7 I I7 V/IV IV ii ii I I V7 V7 I V V V7
Johnny One Note,Richard Rodgers,F,4 4,110,"F | Eb C7 | F | C7 |
F | C7 | F Am | Gm7 C7 |
F | Eb C7 | F | C7 |
F | C7 | D7 | Gm7 |
F | Gm7 C7 | F | F |
Ab | Ab C7 | F | F Am |
Ab | Ab C7 | F | F C7 |
F | Eb C7 | F | C7 |
F | C7 | F Am | Gm7 C7 |
F | Eb C7 | F | C7 |
F | C7 | F | C7 |
D7 | Gm7 | F | Gm7 C7 |
F | F | Ab | Ab C7 |
F | F Am | Ab | Ab C7 |
F | F | Fm | C7 C7 Bbm C7 |
Fm | Gm7 Gm7 C7 Bb | C7 C7 Bb C7 | Bb6 Bb6 C7 Bb |
Fm | C7 | Fm | C7 C7 Bbm C7 |
Fm | Gm7 Gm7 C7 Bb | C7 C7 Bb C7 | Bb6 C7 |
Fm | Fm | C | F |
C | F | C7 | G#o7 |
C Bb | Am C7 | F | Eb C7 |
F | C7 | F | C7 |
F Am | Gm7 C7 | F | Eb C7 |
F | C7 | F | C7 |
D7 | Gm7 | F | Gm7 C7 |
F | Gm7 C7 | F | Gm7 C7 |
F | Gm7 C7 | F | Gm C7 |
F | F |",5,major,F,266.0000000000001,160,I bVII V7 I V7 I V7 I iii ii V7 I bVII V7 I V7 I V7 V/II ii I ii V7 I I bIII bIII V7 I I iii bIII bIII V7 I I V7 I bVII V7 I V7 I V7 I iii ii V7 I bVII V7 I V7 I V7 I V7 V/II ii I ii V7 I I bIII bIII V7 I I iii bIII bIII V7 I I i V7 V7 iv V7 i ii ii V7 IV V7 V7 IV V7 IV IV V7 IV i V7 i V7 V7 iv V7 i ii ii V7 IV V7 V7 IV V7 IV V7 i i V I V I V7 biiio V IV iii V7 I bVII V7 I V7 I V7 I iii ii V7 I bVII V7 I V7 I V7 V/II ii I ii V7 I ii V7 I ii V7 I ii V7 I ii V7 I I
It's A Raggy Waltz,Dave Brubeck,G,3 4,32,"G G Am7 | Am7 Go7 Go7 | G7 | G7 |
C7 | C7 C#o C#o | G7 | G E7 E7 |
A7 | D7 | G G C | C C G7 |
CM7 | Bm7 Bm7 Em7 | Bbm7 Bbm7 Eb7 | AbM7 AbM7 Ab6 |
Gm7 Gm7 C7 | Fm7 Fm7 Bb7 | Em7 Em7 Eb7#11 | D7 |
G G Am7 | Am7 Go7 Go7 | G7 | G7 |
C7 | C7 C#o C#o | G7 | G E7 E7 |
A7 | D7 | G G7 C | G |",7,major,G,64.89999999999998,66,I I ii ii io io I7 V/IV IV7 IV7 #ivo #ivo I7 I VI7 V/II V/V V7 I I IV IV IV V/IV IV iii iii vi biii biii bVI7 bII bII bII i i IV7 bvii bvii bIII7 vi vi Vsub/V V7 I I ii ii io io I7 V/IV IV7 IV7 #ivo #ivo I7 I VI7 V/II V/V V7 I V/IV IV I
Mimi,Richard Rodgers,G,4 4,32,"GM7 | G6 | Am7 | D7 |
GM7 | G6 | Am7 | D7 |
GM7 | G6 | Am7 | D7 |
GM7 | G6 | Dm7 | G7 |
CM7 | C6 | Co7 | Co7 |
Em7 | Em7 | Eo7 | Eo7 |
GM7 | G6 | Am7 | D7 |
G6 Em7 | Am7 D7 | G6 | Am7 D7 |",7,major,G,60.39999999999999,35,I I ii V7 I I ii V7 I I ii V7 I I v V/IV IV IV ivo ivo vi vi vio vio I I ii V7 I vi ii V7 I ii V7
The More I See You,Harry Warren,Eb,4 4,32,"EbM7 Fm7 | Gm7 C7b9 | Fm7 Gm7 | AbM7 Fm7/Bb |
EbM7 Fm7 | Gm7 C7b9 | Fm7 | Bb7 |
Gb7 Bb7/D | Dbm7 Gb7 | BM7 | Abm7 Bb7+ |
Em7 | F7 | Fm7 | Bb7 Fm7/Bb |
EbM7 Fm7 | Gm7 C7b9 | Fm7 Gm7 | AbM7 Fm7/Bb |
EbM7 Fm7 | Gm7 Bb7+ | Bbm7 | Eb7 |
AbM7 | Abm7 Db7 | EbM7 Fm7 | Gm7 Ab7 |
G7+ C7b9 | Fm7 Fm7/Bb | EbM7 | Fm7/Bb |",3,major,Eb,77.30000000000001,53,I ii iii V/II ii iii IV ii I ii iii V/II ii V7 bIII7 V7 bvii bIII7 bVI iv V7 bii II7 ii V7 ii I ii iii V/II ii iii IV ii I ii iii V7 v V/IV IV iv bVII7 I ii iii Vsub/III V/VI V/II ii ii I ii
Manteca,"Dizzy Gillespie, Walter G. Fuller, and Chano Pozo",Eb,4 4,40,"Bb7 | Bb7 | Bb7 | Bb7 |
Bb7 | Bb7 | Bb7 Ab7 | G7#9 G7#9 GbM7 F7alt |
Bb7 | Bb7 | Bb7 | Bb7 |
Bb7 | Bb7 | Bb7 Ab7 | G7#9 G7#9 GbM7 F7alt |
Abm7 | Db7 | GbM7 | GbM7 |
Bb7#11 | Eb7#11 | AbM7 | AbM7 |
Abm7 | Db7alt | GbM7 | F#m7 B7 |
Fm7 | Bb7alt | Ebm7 | F#m7 B7 |
Bb7 | Bb7 | Bb7 | Bb7 |
Bb7 | Bb7 | Bb7 Ab7 | G7#9 G7#9 GbM7 F7alt |",3,minor,Ebm,72.59999999999998,54,V7 V7 V7 V7 V7 V7 V7 IV7 natIII7 Vsub/III III V/V V7 V7 V7 V7 V7 V7 V7 IV7 natIII7 Vsub/III III II7 iv V/III III III V7 V/IV IV IV iv V/III III iii VI7 ii V7 i iii Vsub/V V7 V7 V7 V7 V7 V7 V7 IV7 natIII7 Vsub/III III II7
Looking For A Boy,George Gershwin,C,4 4,32,"G | G | Gm7 C7 | G |
Gm7 C7 | D7 | G | Am7 D7 |
G | G | Gm7 C7 | G |
Bm | F#7 | Bm | E7 |
Am | Bm7b5 E7 | Am | Bm7b5 E7 |
Am | Em7 A7 | D7 | D7 |
G | G | Gm7 C7 | G |
Gm7 C7 | D7 | G | G |",7,major,G,54.79999999999998,41,I I i IV7 I i IV7 V7 I ii V7 I I i IV7 I iii V/III iii V/II ii iiiø V/II ii iiiø V/II ii vi V/V V7 V7 I I i IV7 I i IV7 V7 I I
I Gotta Right To Sing the Blues,Harold Arlen,Bb,4 4,32,"Gm7 C7 | Gm7 C7 | Cm7 F7#5 | F7#5 |
Fm7 Bb7 | Fm7 Bb7 | Dm7b5 | G7 |
Gm7 C7 | Gm7 C7 | Cm7 F7 | Cm7 F7 |
Bb6 Cm7 | C#o7 BbM7/D | Cm7/Eb Eo7 | F7 G7 |
Gm7 C7 | Gm7 C7 | Cm7 F7#5 | F7#5 |
Fm7 Bb7 | Fm7 Bb7 | Dm7b5 | G7 |
Gm7 C7 | Gm7 C7 | Ab9#11 | Ab9#11 |
Gm7 C7 | Cm7 Cm7 Cm7b5 F7 | Bb6 | Dm7 G7 |",10,major,Bb,68.19999999999999,57,vi II7 vi II7 ii V7 V7 v I7 v I7 iiiø VI7 vi II7 vi II7 ii V7 ii V7 I ii biiio I ii #ivo V7 VI7 vi II7 vi II7 ii V7 V7 v I7 v I7 iiiø VI7 vi II7 vi II7 bVII7 Vsub/VI vi II7 ii ii iiø V7 I iii VI7
My Man,"Maurice Yvain, Albert Willemetz, Jacques Charles, Channing Pollack",Ab,4 4,36,"Fm Db/F | Fm6 Db/F | Gm7b5 | Gm7b5 |
C7b9 | C7b9 | Fm | Fm |
Fm Db/F | Fm6 Db/F | Gm7b5 | Gm7b5 |
C7b9 | C7b9 | Fm | Fm |
Fm | Fm Eb | Db7 C7#5 | Eb7 |
Ab6 | Ab6 | Eb7 | Eb7 |
Eb7 | Bbm7 Eb7 | AbM7 | Eb7 |
Ab6 | Ebm7 Ab7 | DbM7 | Do7 |
AbM7/Eb Fm7 | Bb7 Eb7 | Ab6 | Bbm7 Eb7 |",8,major,Ab,76.0,47,vi IV vi IV viiø viiø III7 V/VI vi vi vi IV vi IV viiø viiø III7 V/VI vi vi vi vi V Vsub/III III7 V7 I I V7 V7 V7 ii V7 I V7 I v V/IV IV #ivo I vi V/V V7 I ii V7
Let's Get Away From It All,Tom Adair and Matt Dennis,Eb,4 4,32,"Eb Bb7b9 | Eb7 | Ab Ao7 | Eb |
Fm Bb7 | Db9#11 Db9#11 C7 C7+ | F9 | Bb7sus4 Bb7 |
Eb Bb7b9 | Eb7 | Ab Ao7 | Eb |
Fm Bb7 | Db9#11 Db9#11 C7 C7+ | F9 Bb7 | Eb Eb7 |
Ab Ao7 | Eb/Bb C7 | Fm Fm Bb13 Bb9+ | Eb Eb Eb Eo7 |
Bb/F G7b9 | Cm F9 | Bb7 Bbo7 | Bb7 |
Eb Bb7b9 | Eb7 | Ab Ao7 | Eb |
Fm Bb7 | Db7 Db7 D7+ C7 | F7 E9 | Eb6 Gbo Fm Bb7 |",3,major,Eb,83.3,68,I V7 V/IV IV #ivo I ii V7 bVII7 Vsub/VI VI7 V/II V/V V7 V7 I V7 V/IV IV #ivo I ii V7 bVII7 Vsub/VI VI7 V/II V/V V7 I V/IV IV #ivo I V/II ii ii V7 V7 I I I biio V V/VI vi V/V V7 vo V7 I V7 V/IV IV #ivo I ii V7 bVII7 bVII7 VII7 V/II II7 bII7 I biiio ii V7
Morning Dance,Jay Beckenstein,F,4 4,50,"F | F/A | Bbm7 | Eb7 |
F | F/A | Bbm7 | C9sus4 |
F | F/A | Bbm7 | Eb7 |
Dm7 | G7sus4 G7 | C13sus4 | C13sus4 |
F | F/A | Bbm7 | Eb7 |
F | F/A | Bbm7 | C9sus4 |
F | F/A | Bbm7 | Eb7 |
Dm7 | G7 | C13sus4 | C13sus4 |
EbM9#11 | Dm7 | Gm7 C9sus4 | F |
Em7b5 Eb7b5 | Dm7 | G7sus4 G7 | C9sus4 C7 |
EbM9#11 | Dm7 | Gm7 C9sus4 | F |
Em7b5 Eb7b5 | Dm7 G7 | C9sus4 | C9sus4 |
C9sus4 | C9sus4 |",5,major,F,82.59999999999998,58,I I iv bVII7 I I iv V7 I I iv Vsub/VI vi II7 V/V V7 V7 I I iv bVII7 I I iv V7 I I iv Vsub/VI vi V/V V7 V7 bVII vi ii V7 I viiø Vsub/VI vi II7 V/V V7 V7 bVII vi ii V7 I viiø Vsub/VI vi V/V V7 V7 V7 V7
Just In Time,Julie Styne,C,4 4,32,"BbM7 | BbM7 | Am7 | D7 |
G7 | G7 | C7 | C7 |
F7 | F7 | Bb7 | Bb7 |
EbM7 | EbM7 | AbM7 | Am7b5 D7alt |
Gm | Gm/F# | Gm7/F | Gm6 |
Bb6 | A7 | Ab7 | G7+ |
C7 | F7 | BbM7 | Gm7 |
C7 | Cm7 F7 | Bb6 | Cm7 F7 |",10,major,Bb,46.1,35,I I vii V/VI VI7 V/II II7 V/V V7 V7 I7 V/IV IV IV bVII viiø V/VI vi vi vi vi I VII7 Vsub/VI V/II V/V V7 I vi II7 ii V7 I ii V7
Heatwave,Irving Berlin,C,4 4,32,"C | C | Dm7 | G7 |
C C7 | F Fm | Dm7 G7 | C G7 |
C | C | Dm7 | G7 |
C C7 | F Fm | Dm7 G7 | C C7 |
F | F C7 | F | F C7 |
F | F G7 | C | G7 |
C | C | Dm7 | G7 |
C C7 | F Fm | Dm7 G7 | C |",0,major,C,79.10000000000001,46,I I ii V7 I V/IV IV iv ii V7 I V7 I I ii V7 I V/IV IV iv ii V7 I V/IV IV IV V/IV IV IV V/IV IV IV V7 I V7 I I ii V7 I V/IV IV iv ii V7 I
In A Mist,Bix Beiderbicke,C,4 4,52,"FM7 FM7 Eb13#11 D13 | Db13#11 | FM7 FM7 Eb13#11 D13 | Db13#11 |
A9 A9 Bb7 B7 | C7 Db7 Eb7 F7 | D13 | D13 |
FM7 FM7 Eb13#11 D13 | Db13#11 | FM7 FM7 Eb13#11 D13 | Db13#11 |
A9 A9 Bb7 B7 | C7 Db7 Eb7 F7 | D13 | G13 CM7 |
B7+ | B7+ | B7+ | A7 |
Dm7 | G9 | C6 | A7 |
D7 | Dm7b5 G7 | CM7 G7 | G7 C#o7 |
Dm7 | G9 | C6 | A7 |
D7 | Dm7b5 G7 | CM7 CM7 F Fm | CM7 |
C Db7+ C7 B7 | Bb13 | CM7#11 Db13 B7 Bb7#11 | Eb7#11 |
Eb7 D7 | Ab7#11 G7 | Eb7#11 D7 | G7 |
FM7 FM7 Eb13#11 D13 | Db13#11 | FM7 FM7 Eb13#11 D13 | Db13#11 |
A9 A9 Bb7 B7 | C7 Db7 Eb7 F7 | D13 | G13 CM7 |",0,major,C,96.60000000000001,106,IV IV Vsub/II II7 bII7 IV IV Vsub/II II7 bII7 VI7 VI7 bVII7 VII7 I7 bII7 bIII7 IV7 II7 II7 IV IV Vsub/II II7 bII7 IV IV Vsub/II II7 bII7 VI7 VI7 bVII7 VII7 I7 bII7 bIII7 IV7 V/V V7 I VII7 VII7 VII7 V/II ii V7 I V/II II7 iiø V7 I V7 V7 biio ii V7 I V/II II7 iiø V7 I I IV iv I I bII7 Vsub/VII VII7 bVII7 I bII7 VII7 bVII7 bIII7 Vsub/II II7 Vsub/V V7 Vsub/II V/V V7 IV IV Vsub/II II7 bII7 IV IV Vsub/II II7 bII7 VI7 VI7 bVII7 VII7 I7 bII7 bIII7 IV7 V/V V7 I
Move,Denzil Best,Bb,4 4,32,"Bb6 | Eb7 | Bb | G7b9/F |
Cm7 | F7 | BbM7 AbM7 | GbM7 F7 |
Bb6 | Eb7 | Bb | G7b9/F |
Cm7 | F7 | Bb Eb6 | Eo7 F7 |
Fm7 | Bb7 | EbM7 | EbM7 |
C7 | Gm7 C7 | Cm7 | F7 |
Bb6 | Eb7 | Bb | G7b9/F |
Cm7 | F7 | Bb G7 | Cm7 F7 |",10,major,Bb,54.39999999999999,39,I IV7 I V/II ii V7 I bVII bVI V7 I IV7 I V/II ii V7 I IV #ivo V7 v V/IV IV IV II7 vi II7 ii V7 I IV7 I V/II ii V7 I V/II ii V7
Once in a Lifetime,Leslie Bricusse and Anthony Newley,Eb,4 4,33,"Eb | Eb | Eb11 | Eb11 Eb11 Eb11 Bb7 |
Ebadd9 | Eb EbM7 Ab/Eb Ab/Eb | Eb11 Eb | Eb11 Eb7 |
AbM7 Gm7 | Fm7 Fm7 Eb Eb7 | AbM7 Gm7b5 | C7b5 C7b5 C7b5 C7 |
Fm7 Ebadd9 | Fm7 Gm7 | Fm7 F9 | Bb11 |
Eb | Eb | Eb11 | Eb11 Eb11 Eb11 Bb7 |
Ebadd9 | Eb EbM7 Ab/Eb Ab/Eb | Eb11 Eb | Eb11 Eb7 |
AbM7 Gm7 | Fm7 Fm7 Eb Eb7 | AbM7 Gm7b5 | C7b5 C7b5 C7b5 C7 |
Fm7 Ebadd9 | Fm7 Fm7 G11 G7 | Cm7 F7b5 Bb11 Bb11 | Eb |
Fm7 Bb13 |",3,major,Eb,104.00000000000006,76,I I I7 I7 I7 I7 V7 I I I IV IV I7 I I7 V/IV IV iii ii ii I V/IV IV iiiø VI7 VI7 VI7 V/II ii I ii iii ii V/V V7 I I I7 I7 I7 I7 V7 I I I IV IV I7 I I7 V/IV IV iii ii ii I V/IV IV iiiø VI7 VI7 VI7 V/II ii I ii ii III7 V/VI vi V/V V7 V7 I ii V7
Kids Are Pretty People,Thad Jones,F,4 4,32,"Dm7 A7#9 | Dm7 Dm7 Cm7 F7 | Bb7 A7#9 | Dm7 G7 |
FM7/C A7/C# | Dm7 Dm7/C | Bm7b5 E7#9 | A7#9 |
Dm7 A7#9 | Dm7 Dm7 Cm7 F7 | Bb7 A7#9 | Dm7 G7 |
FM7/C A7/C# | Dm7 Bm7b5 | F/C C7sus4 | F6 A7 |
Dm7 BbM7 | Gm7 EbM7 | Cm7 F7 | BbM7 Eb7 |
F/C | Eb/C | F/C | A7#9 |
Dm7 A7#9 | Dm7 Dm7 Cm7 F7 | Bb7 A7#9 | Dm7 G7 |
C7 F7 | Bb7 Eb7 | Em7b5 A7#9 | Dm7 Dm7 Dm7b5 A7#9 |",2,minor,Dm,88.80000000000001,67,i V7 i i bvii V/VI Vsub/V V7 i IV7 III V7 i i natviø V/V V7 i V7 i i bvii V/VI Vsub/V V7 i IV7 III V7 i natviø III V/III III V7 i VI iv bII bvii V/VI VI bII7 III bII III V7 i V7 i i bvii V/VI Vsub/V V7 i IV7 V/III V/VI VI7 bII7 iiø V7 i i iø V7
Jeepers Creepers IV version,Harry Warren,Bb,4 4,34,"Cm7 F7 | Bb6 | Cm7 F7 | Bb6 |
Cm7 F7 | Bb6 | Cm7 F7 | Bb |
Cm7 F7 | Bb6 | Cm7 F7 | Bb6 |
Cm7 F7 | Bb6 | Cm7 F7 | Bb |
Fm7 Bb7 | EbM7 Cm7 | Fm7 Bb7 | EbM7 |
Gm7 C7 | FM7 Dm7 | Gm7 C7 | F7 |
Cm7 F7 | Bb6 | Cm7 F7 | Bb6 |
Cm7 F7 | Dm7 G7 | Cm7 F7 | Bb G7 |
Cm7 F7 | Bb |",10,major,Bb,97.1,55,ii V7 I ii V7 I ii V7 I ii V7 I ii V7 I ii V7 I ii V7 I ii V7 I v V/IV IV ii v V/IV IV vi V/V V iii vi V/V V7 ii V7 I ii V7 I ii V7 iii V/II ii V7 I V/II ii V7 I
I Can't Believe That You're In Love With Me,Jimmy McHugh and Clarence Gaskill,C,4 4,32,"F6 | Fm | CM7 | D7 |
Dm7 | G7 | CM7 | Gm7 C7b9 |
F6 | Fm | CM7 | D7 |
Dm7 | G7 | CM6 F7 | C6 |
E7 | E7 | A7 | A7 |
D7 | D7 | G7 | G7 G7 G7 C7+ |
F6 | Fm | CM7 | D7 |
Dm7 | G7 | CM7 | Gm7 C7b9 |",0,major,C,48.69999999999998,38,IV iv I II7 ii V7 I v V/IV IV iv I II7 ii V7 I IV7 I III7 V/VI VI7 V/II II7 V/V V7 V7 V7 V7 V/IV IV iv I II7 ii V7 I v I7
Little Rootie Tootie,Thelonious Monk,Ab,4 4,32,"Ab Fm7 | Bbm7 Eb7 | Ab Fm7 | Bbm7 Eb7 |
Ab Ab7/C | Db Do7 | Ab/Eb Eb7 | Ab Eb7 |
Ab Fm7 | Bbm7 Eb7 | Ab Fm7 | Bbm7 Eb7 |
Ab Ab7/C | Db Do7 | Ab/Eb Eb7 | Ab |
Am7 Ab7 | DbM7 | Dm7 G7b9 | Gm7b5 C7b5 |
F7 | Fm7 Bb7b9 | Dbm7 Gb7 | Bm7 Bm7 E9 Eb9 |
Ab Fm7 | Bbm7 Eb7 | Ab Fm7 | Bbm7 Eb7 |
Ab Ab7/C | Db Do7 | Ab/Eb Eb7 | Ab Eb7 |",8,major,Ab,94.19999999999999,63,I vi ii V7 I vi ii V7 I V/IV IV #ivo I V7 I V7 I vi ii V7 I vi ii V7 I V/IV IV #ivo I V7 I bii V/IV IV #iv VII7 viiø V/VI VI7 vi II7 iv bVII7 biii biii Vsub/V V7 I vi ii V7 I vi ii V7 I V/IV IV #ivo I V7 I V7
I Married An Angel,Richard Rodgers,F,4 4,32,"FM7 Gm7 | Am7 D7b9 | Gm7 C7 | FM7 D7b9 |
Gm7 C7 | Am7 D7+ | Gm7 C7 | FM7 C7+ |
FM7 Gm7 | Am7 D7b9 | Gm7 C7 | FM7 D7b9 |
Gm7 C7 | Am7 D7+ | Gm7 C7 | FM7 FM7 Em7b5 A7b9 |
Dm7 G7 | CM7 | Dm7 G7 | CM7 |
Cm7 F7 | BbM7 | Dm7 G7 | C7 C7b9 |
FM7 Gm7 | Am7 D7b9 | Gm7 C7 | FM7 D7b9 |
Gm7 C7 | Am7 D7+ | Gm7 C7 | FM7 FM7 C7+ |",5,major,F,100.80000000000001,64,I ii iii V/II ii V7 I V/II ii V7 iii V/II ii V7 I V7 I ii iii V/II ii V7 I V/II ii V7 iii V/II ii V7 I I viiø V/VI vi V/V V vi V/V V v V/IV IV vi V/V V7 V7 I ii iii V/II ii V7 I V/II ii V7 iii V/II ii V7 I I V7
I Want To Hold Your Hand,John Lennon and Paul McCartney,C,4 4,48,"C | G7 | Am | E |
C | G7 | Am | E |
F G7 | C Am | F G7 | C |
C | G7 | Am | E |
C | G7 | Am | E |
F G7 | C Am | F G7 | C |
Gm7 | C7 | F | Dm |
Gm7 | C7 | F | G7 G7 G7 F |
G7 G7 G7 F | G7 | G7 | C |
G7 | Am | E | C |
G7 | Am | E | F G7 |
C Am | F G7 | C | C |",0,major,C,110.0,63,I V7 vi III I V7 vi III IV V7 I vi IV V7 I I V7 vi III I V7 vi III IV V7 I vi IV V7 I v V/IV IV ii v V/IV IV V7 V7 V7 IV V7 V7 V7 IV V7 V7 I V7 vi III I V7 vi III IV V7 I vi IV V7 I I
Have Yourself A Merry Little Christmas,Hugh Martin and Ralph Blane,C,4 4,36,"CM7 Am7 | Dm7 Dm7 Dm7/G G7 | CM7 Am7 | Dm7 G7 |
CM7 Am7 | Dm7 G7 | Bb7 A7 | Dm7 G7 |
CM7 Am7 | Dm7 Dm7 Dm7/G G7 | CM7 Am7 | Dm7 G7 |
CM7 Am7 | Dm7 E7 | Am7 D7 | Gm7 C7 |
F Fm6 | C6/E Ebo7 | Dm G7 | CM7 |
F#m7b5 B7b9 | Em7 A7 | Am7 D7 | Dm7 G7 |
CM7 Am7 | Dm7 Dm7 Dm7/G G7 | CM7 Am7 | Dm7 G7 |
CM7 Am7 | Dm7 E7b9 | Am7 Abo7 | Gm7 C7 |
FM7 C6/E | Dm7 G7 | CM7 | Dm7 G7 |",0,major,C,125.10000000000004,76,I vi ii ii ii V7 I vi ii V7 I vi ii V7 Vsub/VI V/II ii V7 I vi ii ii ii V7 I vi ii V7 I vi ii V/VI vi V/V v V/IV IV iv I biiio ii V7 I #ivø V/III iii VI7 vi II7 ii V7 I vi ii ii ii V7 I vi ii V7 I vi ii V/VI vi bvio v V/IV IV I ii V7 I ii V7
Kary's Trance,Lee Konitz,G,4 4,32,"Am7 | Am7 | Dm7 | G7 |
Bm7b5 | E7 | Am7 | Am7 E7 |
Am7 | Am7 | Dm7 | G7 |
Bm7b5 | E7 | Am7 | Am7 E7 |
Go7 | G7b9 | CM7 DbM7 | CM7 |
B7b9 | B7b9 | E7 | E7 |
Am7 | Am7 | Dm7 | G7 |
Bm7b5 | E7 | Am7 | Am7 |",9,minor,Am,55.99999999999999,35,i i iv bVII7 iiø V7 i i V7 i i iv bVII7 iiø V7 i i V7 bviio V/III III natIII III II7 V/V V7 V7 i i iv bVII7 iiø V7 i i
June Is Bustin' Out All Over,Richard Rodgers,G,4 4,44,"GM7 Em7 | Am7 D7 | GM7 Em7 | Am7 D7 |
GM7 | G6 | F#m7b5 | B7 |
Em | Em/D# | Em/D | A7/C# |
F#m7b5 B7 | Em7 A7 | D6 Bb7 | Am7 Ab7 |
GM7 Em7 | Am7 D7 | GM7 Em7 | Am7 D7 |
GM7 | G6 | F#m7b5 | B7 |
Em | Em/D# | Em/D | A7/C# |
F#m7b5 B7 | Em7 A7 | Am7 | D7 |
GM7 Em7 | Am7 D7 | GM7 Am7 | Bbm7b5 E7 |
Am7 | D7 | Bm7 Bb7 | Am7 Ab7b5 |
GM7 | GM7 | Am7 | D7 |",7,major,G,103.2,64,I vi ii V7 I vi ii V7 I I viiø V/VI vi vi vi II7 viiø V/VI vi V/V V Vsub/II ii bII7 I vi ii V7 I vi ii V7 I I viiø V/VI vi vi vi II7 viiø V/VI vi II7 ii V7 I vi ii V7 I ii biiiø V/II ii V7 iii Vsub/II ii bII7 I I ii V7
